n_estimators,max_depth,validation_accuracy,validation_f1_score,training_accuracy,training_f1_score,difference
5,15,0.7017720369159218,0.6605556446943014,0.7120423084505473,0.6730342210828442,0.010270271534625453
5,16,0.7766484993823123,0.7549133634843652,0.7942335879040345,0.7741822515569686,0.017585088521722247
5,17,0.8180793546980597,0.8093635682261299,0.84360050399856,0.8360516704251932,0.025521149300500312
5,18,0.8332025288859821,0.8254714190436931,0.8645233013619961,0.8577200705059363,0.03132077247601395
5,19,0.8510598793692319,0.8474440230377926,0.8971667223807932,0.8945123567541079,0.046106843011561316
5,20,0.8521237555410217,0.8495889464220281,0.9115022242793592,0.9100598136267288,0.05937846873833752
5,21,0.8579707143376208,0.8553485783047532,0.912598506861409,0.9111284238592552,0.05462779252378813
5,22,0.8702227309061842,0.8693108598328514,0.9453128991060026,0.9449034884133141,0.0750901681998184
5,23,0.8733874718407093,0.8720677839676051,0.9578194348016148,0.9575958485461642,0.0844319629609055
5,24,0.8759588692682218,0.8753410737200885,0.9639767886377467,0.9638303145733635,0.08801791936952497
5,25,0.8815315020710704,0.8809053909783221,0.9735895326013354,0.9735129954675448,0.09205803053026496
5,26,0.8811746966063513,0.8808928302392908,0.9789132316764809,0.9788576291406758,0.09773853507012964
5,27,0.8825078119322723,0.8825208152913965,0.9842371878937489,0.984212560307079,0.10172937596147658
5,28,0.8868007412252017,0.886632823569009,0.9872502078565489,0.9872291065501508,0.10044946663134724
5,29,0.8824801976600538,0.8825167314579215,0.9884928043062734,0.9884811759968923,0.10601260664621959
5,30,0.8857626625971949,0.8858202118520371,0.9918016234239331,0.991792671634519,0.10603896082673814
6,15,0.7182461303684325,0.6789911113391494,0.7339119888228891,0.6971302892724361,0.01566585845445656
6,16,0.7927679674442264,0.7753134119181785,0.8105567984091474,0.7946241756992891,0.01778883096492101
6,17,0.8273381294964028,0.820283524436803,0.8553243847874721,0.8496738653042389,0.02798625529106924
6,18,0.8424289659181745,0.8362481166534436,0.8814542244165017,0.876648703148374,0.039025258498327164
6,19,0.8522320325557735,0.8485345530728882,0.9002975134356759,0.8975323736579088,0.04806548087990237
6,20,0.8607103408182545,0.8584293754041944,0.9202802849134717,0.9189511199510499,0.05956994409521721
6,21,0.8614479325630405,0.8587773379441997,0.9235609041117026,0.922590453794346,0.06211297154866202
6,22,0.8742377007484922,0.8733539360966786,0.9502697420864512,0.9499783769144373,0.07603204133795904
6,23,0.8759843034663178,0.8752035155855151,0.9627624778214919,0.9626219171342615,0.0867781743551741
6,24,0.8795890560279049,0.8791155204130442,0.9686159753829274,0.9684843217309037,0.0890269193550225
6,25,0.8835589710050141,0.8829959439375258,0.9763445533012762,0.9762829820788392,0.0927855822962621
6,26,0.882619359058208,0.8822427570664702,0.9804503415704526,0.9803985775653482,0.09783098251224465
6,27,0.8841853789695516,0.8843437206803111,0.9860244970728655,0.9860009576099618,0.10183911810331392
6,28,0.8880833515006177,0.8880642859589118,0.9887389750314999,0.9887211967234564,0.1006556235308822
6,29,0.8837729816147082,0.883772870765431,0.9901776852066136,0.990168996735422,0.10640470359190546
6,30,0.8862804302012935,0.8865480787550328,0.9924102788277748,0.9924028025069341,0.10612984862648123
7,15,0.729480415667466,0.6910530930802008,0.7443099591144026,0.7080233523031247,0.014829543446936544
7,16,0.7963214882639343,0.7814365401248344,0.8172829506201411,0.8034041932951316,0.020961462356206773
7,17,0.8258941937359203,0.817990800094664,0.8525907925977354,0.8457456303965629,0.02669659886181508
7,18,0.8441719351791295,0.8382142418609312,0.8820795940583027,0.8774200513466229,0.037907658879173245
7,19,0.853147663687232,0.849771806484866,0.8995827440493027,0.8968520372470765,0.04643508036207067
7,20,0.8600864762735266,0.8575487060544331,0.9206611981108626,0.9195573839056015,0.06057472183733592
7,21,0.8615910907637526,0.8586708562702794,0.9237491321453367,0.922761771126134,0.062158041381584095
7,22,0.8743074631204127,0.8732937827459737,0.9502573135505327,0.9499502767098257,0.07594985043011993
7,23,0.8778548070634402,0.8769404262489238,0.9644087016894237,0.9642652357506694,0.08655389462598351
7,24,0.8784743114599229,0.8779960909530286,0.9679688343747589,0.9678495445475636,0.08949452291483595
7,25,0.8816277886781484,0.8810924883704567,0.9759044974157217,0.9758395309891843,0.09427670873757332
7,26,0.8834288932490372,0.8830658348810441,0.9808762546392724,0.9808238407452066,0.09744736139023524
7,27,0.8836828718843107,0.8837233928387935,0.9860936683038048,0.9860695505396315,0.10241079641949413
7,28,0.8874849211539859,0.8874251565246242,0.9892436593038305,0.9892276409447509,0.1017587381498446
7,29,0.8841152532519438,0.8840366615992193,0.9907511121396796,0.9907423783950727,0.10663585888773575
7,30,0.8869388125862946,0.8871560906974765,0.992578364061817,0.9925709613382225,0.1056395514755224
8,15,0.7494059298016132,0.7199817354858012,0.7681070054085559,0.7414706071985242,0.018701075606942674
8,16,0.801730615507594,0.7886070641345259,0.8278172919505944,0.815893101859837,0.026086676443000445
8,17,0.8316005377516169,0.8258485618491995,0.8688590604026846,0.864624943174956,0.03725852265106766
8,18,0.8496722621902478,0.8457734874555258,0.8915461098682576,0.888418124809783,0.041873847678009724
8,19,0.8535313567327956,0.8509659360953679,0.9044901300281999,0.9027344095976015,0.050958773295404325
8,20,0.8643866724801976,0.8622844379096025,0.9273018077091209,0.9264589466124891,0.06291513522892322
8,21,0.8669522563767168,0.8646183295617774,0.9315995097156865,0.9309176045957862,0.0646472533389697
8,22,0.874467698568418,0.8735541751078906,0.9543266733523619,0.9541066546613475,0.07985897478394388
8,23,0.8789917157183345,0.8781968824720222,0.9667486092896878,0.966615125645179,0.0877568935713533
8,24,0.8793870358258847,0.878829001171278,0.970491398596004,0.9703763372265184,0.09110436277011924
8,25,0.883445243804956,0.8829340612483797,0.9777519778514918,0.9776995127984119,0.09430673404653578
8,26,0.884567981978054,0.8843131307665761,0.9827508207119409,0.9827121950017845,0.09818283873388689
8,27,0.8856096940629314,0.8855239168838189,0.9874310644826729,0.9874098115037113,0.10182137041974149
8,28,0.8888205798997166,0.8887526647879774,0.9907667120951082,0.9907539540101545,0.10194613219539161
8,29,0.8859588692682218,0.8859104019005634,0.9915898240290743,0.9915820939849223,0.10563095476085249
8,30,0.8883871084950221,0.888565971981309,0.9936031611338253,0.9935972334346308,0.10521605263880318
9,15,0.760356078773345,0.7327512478091402,0.778492547164151,0.7533428046074993,0.01813646839080596
9,16,0.8042137199331444,0.7907315520138556,0.827653063848389,0.8149566382938884,0.023439343915244604
9,17,0.8309410653295546,0.8241381531517591,0.8669941800166285,0.8622587224985842,0.03605311468707395
9,18,0.8505980670009446,0.8465410342636629,0.8894546015582813,0.8860723370823572,0.03885653455733662
9,19,0.8545607150643122,0.8519031585148653,0.9058693546589867,0.904232017144821,0.051308639594674466
9,20,0.8647184070925078,0.8623483596673842,0.9269113802531993,0.926077419984557,0.0621929731606915
9,21,0.8658356950802995,0.8634739841057506,0.93179185202328,0.931139817078226,0.06595615694298052
9,22,0.875192573214156,0.8741030383082281,0.9540077314064817,0.9537695429250381,0.07881515819232565
9,23,0.8792427875881114,0.87837322464273,0.9669464372958935,0.9668265754902298,0.0877036497077821
9,24,0.8789931691010827,0.8783821274463272,0.9708317690520885,0.9707109746497224,0.09183859995100574
9,25,0.8835400770292856,0.8830651783154093,0.9781839766172097,0.9781336830542384,0.09464389958792407
9,26,0.8843957561223749,0.8841182331787195,0.9826379353201848,0.9825995707315619,0.09824217919780998
9,27,0.8852576120921445,0.8852186385018895,0.9870585512612821,0.9870366019375527,0.10180093916913757
9,28,0.8882988154930601,0.8881218682712035,0.9906563981245768,0.9906434581348332,0.10235758263151673
9,29,0.8860242714918974,0.8859147645885571,0.9914773672075222,0.9914695609579143,0.10545309571562478
9,30,0.8881480270329192,0.8883048573110275,0.9937013894246016,0.9936954756129249,0.10555336239168245
10,15,0.7678766078046654,0.7437699241212778,0.7849643858160406,0.7628709028858144,0.017087778011375176
10,16,0.810737591744786,0.7987768452091973,0.8382468050091285,0.8272023517021273,0.027509213264342525
10,17,0.8345109367051813,0.8279964056964586,0.8679470630083914,0.8632210029890752,0.033436126303210134
10,18,0.8500185306300414,0.8462832558674522,0.8887810606255411,0.8855909061529925,0.03876252999549967
10,19,0.8547565583896519,0.8523717709908081,0.9066347810434827,0.9050789073049539,0.0518782226538308
10,20,0.8652583387835187,0.862922328810537,0.9295344013302819,0.9288120483083694,0.06427606254676321
10,21,0.8678304629024054,0.8659119154554986,0.9381843194733729,0.9377076805215968,0.07035385657096749
10,22,0.8758534990189667,0.8748683757124324,0.9552756992122879,0.955067667302779,0.07942220019332125
10,23,0.8791232468570598,0.8782338718794824,0.967509235687898,0.9673901986006173,0.08838598883083826
10,24,0.8802990335004723,0.8798210563923063,0.9717495092871163,0.9716355956928053,0.091450475786644
10,25,0.88473185088293,0.8844019126738385,0.9792362021822795,0.9791904413997522,0.09450435129934942
10,26,0.8851605987936924,0.8849286530512152,0.9827863920388799,0.9827501802177155,0.0976257932451875
10,27,0.8863007775597703,0.886178751497094,0.9877398921717366,0.987720262024216,0.10143911461196631
10,28,0.8891984594142868,0.8889843242545217,0.9907895977440064,0.990777477032339,0.10159113832971967
10,29,0.886789477508902,0.8866969343854044,0.9916202525135642,0.9916121037412455,0.1048307750046622
10,30,0.8889194099266041,0.8890677530787318,0.9941549881286054,0.99414987452018,0.10523557820200125
11,15,0.7971699004432817,0.7805444462300526,0.8132658763832104,0.7978425195003077,0.01609597593992862
11,16,0.8162746166703001,0.8051210547882605,0.8445479870057514,0.8344242770844505,0.028273370335451298
11,17,0.8416960976673207,0.8363792239910688,0.8734803329133345,0.8691854121560334,0.031784235246013814
11,18,0.8521622701838529,0.8480006354958385,0.8922679078059776,0.8893145939010891,0.04010563762212471
11,19,0.8574420463629097,0.8552363161118143,0.9115129385344614,0.9100975482062614,0.0540708921715517
11,20,0.8656667393358041,0.8636306768799663,0.9310887397464579,0.9304096257552712,0.06542200041065382
11,21,0.8691395974129787,0.8672570617954254,0.9405101699709429,0.9400999882282094,0.0713705725579642
11,22,0.8763676331661944,0.8752695091521476,0.9564647243865018,0.9562659618082351,0.08009709122030739
11,23,0.8797827192791221,0.8789836335889182,0.9682210050828426,0.9681038407715966,0.08843828580372048
11,24,0.8819166484993823,0.8815026417784085,0.9744852443278733,0.9743833686481699,0.09256859582849097
11,25,0.8850759392486012,0.884818851633538,0.9804460558684118,0.9804003444071907,0.09537011661981065
11,26,0.8849189739117796,0.8847546082577216,0.9835739326459068,0.9835388266463816,0.09865495873412711
11,27,0.8867411525325194,0.8865725041221479,0.9880590055456985,0.9880394636356248,0.10131785301317908
11,28,0.8893154567255287,0.889172098759433,0.9914061388396033,0.9913949432063662,0.10209068211407457
11,29,0.8874569435360802,0.8873359017768717,0.9920120513941388,0.9920047015942578,0.10455510785805866
11,30,0.8886948622919846,0.8888241573136875,0.9944445301584852,0.9944395991326345,0.10574966786650064
12,15,0.7930332097957997,0.7755057789575609,0.8096150582426908,0.7942556288939416,0.016581848446891034
12,16,0.8161728798779159,0.8051468192414615,0.8447850720426513,0.8343680983104352,0.028612192164735428
12,17,0.8392805755395684,0.8335530665206284,0.871635338184748,0.867066814446701,0.03235476264517967
12,18,0.8506304047670954,0.8465606446987265,0.8914722243650732,0.8885136404979207,0.040841819597977835
12,19,0.8573312259283482,0.8550661445034592,0.9110267684949471,0.9095504464999921,0.05369554256659892
12,20,0.8656093307172444,0.863424507202992,0.9303446561581252,0.929676984205273,0.06473532544088079
12,21,0.8680459268948477,0.8661880625766073,0.9399837143322448,0.9395336507823452,0.0719377874373971
12,22,0.8764210449821961,0.8753155482037381,0.9557616121096797,0.9555534355492524,0.07934056712748361
12,23,0.8800243441610348,0.8793482358211971,0.968241405024557,0.9681214683746211,0.08821706086352221
12,24,0.8823257757430419,0.881894636123786,0.9745288727746492,0.974426436325861,0.09220309703160723
12,25,0.8858008138943391,0.8854834466645402,0.9801170853797561,0.9800698138609272,0.09431627148541699
12,26,0.8856078773344961,0.8855205498946619,0.9834673900931712,0.9834294879281233,0.0978595127586751
12,27,0.8872701838529177,0.8870821159126236,0.9880660340970454,0.9880474890912426,0.10079585024412774
12,28,0.8893401642322506,0.8892242867581521,0.9913271962080108,0.9913153316301796,0.1019870319757602
12,29,0.8880212193881258,0.8879470265803291,0.9922118508232833,0.992204850945875,0.1041906314351575
12,30,0.8896751689557445,0.8898426797220148,0.9944528444204445,0.9944474264934234,0.10477767546469996
13,15,0.8132781047888962,0.8002028434826216,0.8341068168376662,0.8234063506155935,0.020828712048770015
13,16,0.8222345759755831,0.811914773376652,0.8514065674098074,0.841758639651885,0.02917199143422422
13,17,0.8427763243950295,0.8375783862430737,0.8790125742497878,0.8749669159558101,0.03623624985475837
13,18,0.8547845360075575,0.8510825817211578,0.8973366933237333,0.8950117824783826,0.04255215731617579
13,19,0.8603880531938086,0.8581347012748947,0.9159350973282934,0.9146748896083124,0.05554704413448475
13,20,0.8682490371339292,0.8662523028487414,0.933534932757335,0.9329585292295526,0.06528589562340581
13,21,0.8713807136109294,0.8697122777449774,0.944952471564367,0.9445784036223441,0.07357175795343762
13,22,0.8768730470169319,0.875920714328153,0.9579948914431673,0.9578198273603131,0.08112184442623538
13,23,0.8809708596758956,0.8803775821340962,0.9701043997017151,0.9699903937293923,0.08913354002581952
13,24,0.8832406801831262,0.8829469846336989,0.9763707817977663,0.9762845556304696,0.09313010161464008
13,25,0.8863236683380569,0.8861225820048462,0.9816070525512784,0.9815665776852196,0.09528338421322158
13,26,0.8852805028704309,0.8852027028699214,0.9844099016859952,0.9843756468507817,0.09912939881556426
13,27,0.8874028050287043,0.887264011644133,0.9888102891134597,0.9887933101330851,0.10140748408475542
13,28,0.8890367705835331,0.8888623237067735,0.9917783949188717,0.9917668595579815,0.10274162433533851
13,29,0.8884561441755686,0.888471972118034,0.9925963640103885,0.992589721593337,0.10414021983481991
13,30,0.8892406075139888,0.8893248526527333,0.9946536724180788,0.9946486394822647,0.10541306490408997
14,15,0.8178384565075213,0.8068618764235277,0.8411911680252342,0.8317420596600027,0.0233527115177129
14,16,0.8267440592980161,0.8177236095512449,0.8585086614038245,0.8508352865565455,0.03176460210580845
14,17,0.8428326429765278,0.8378364268351574,0.880987940034457,0.8771735637001733,0.038155297057929194
14,18,0.8551329845214737,0.8514541383802796,0.8984033188476604,0.8960145617480405,0.043270334326186766
14,19,0.8633994622483832,0.8612725381263242,0.9203067705520841,0.9192566309441947,0.05690730830370094
14,20,0.8692282537606278,0.8672743465779184,0.9371275510641398,0.9366623776960078,0.06789929730351196
14,21,0.8724576702274544,0.8708151485103278,0.9475339213316534,0.9471707665669955,0.07507625110419902
14,22,0.8777690574812878,0.8766078225285923,0.9588924031645624,0.9587527744861847,0.08112334568327462
14,23,0.8818436160162779,0.8812614290903387,0.9706898266004954,0.9705782011310075,0.08884621058421749
14,24,0.8827596104934234,0.8824469673526122,0.9768727232207908,0.9767929959839268,0.09411311272736733
14,25,0.8857742896591817,0.8855090854838926,0.9820019371373224,0.9819641446264473,0.09622764747814072
14,26,0.8860566092580481,0.8860056167311426,0.9845838154748129,0.9845508189593789,0.0985272062167648
14,27,0.8873606569290022,0.8872417902084736,0.9892541164168103,0.9892383945681603,0.10189345948780804
14,28,0.8894538914323087,0.8893944854499399,0.9919665372384651,0.9919558860222449,0.10251264580615638
14,29,0.888985538841654,0.8889524116474757,0.9927693349447573,0.9927632919881597,0.10378379610310329
14,30,0.8894117433326066,0.8895039927603173,0.9948822717649378,0.994877662832086,0.10547052843233118
15,15,0.8187660780466536,0.8080742073834951,0.8414343387590321,0.8327765070659311,0.022668260712378485
15,16,0.8249840127897682,0.8150900031152919,0.8560352970420084,0.8472745606391838,0.03105128425224024
15,17,0.8434924787442774,0.8383286523839785,0.8803837417607379,0.876536950214988,0.03689126301646051
15,18,0.8556859966572197,0.8520932776123525,0.8981830337627607,0.8957704440927546,0.04249703710554098
15,19,0.8626004650824795,0.8603471469734163,0.9184826043354162,0.9173319466035055,0.055882139252936724
15,20,0.8699422280357532,0.8679222604406511,0.9361931823051934,0.9357089662715261,0.06625095426944028
15,21,0.8720906910834968,0.8704884950343319,0.9465980954340131,0.946242889458447,0.07450740435051628
15,22,0.8783169827774144,0.8772354744404565,0.958487832891906,0.9583323182211948,0.08017085011449154
15,23,0.8813687232032555,0.8807466230364361,0.9700633426761638,0.9699478029658458,0.08869461947290824
15,24,0.8829903350047235,0.8826421474935223,0.9767241807880549,0.9766406939176167,0.09373384578333144
15,25,0.8860671462829737,0.8857486061068062,0.9819005374270359,0.9818596586213386,0.0958333911440622
15,26,0.8860093743187268,0.8859258032050371,0.9844117873948932,0.9843777741494343,0.09840241307616637
15,27,0.8874525833878352,0.8873256820445913,0.9892254879271773,0.9892099632245608,0.10177290453934218
15,28,0.8897369377225492,0.8896552222320393,0.9919013088534033,0.991890801984014,0.10216437113085408
15,29,0.8884750381512971,0.8884445525641088,0.9927680492341451,0.9927616401923248,0.10429301108284794
15,30,0.889568708669428,0.8896530226384366,0.9948154148131005,0.994810566896908,0.10524670614367249
16,15,0.8214551994767822,0.811684036758828,0.8440517027094209,0.8355568195374067,0.02259650323263862
16,16,0.8298982632076157,0.8216547737747347,0.8617611663966674,0.8543791810225192,0.03186290318905172
16,17,0.8443764988009592,0.8393527324822828,0.8813961102968277,0.877765197107954,0.03701961149586852
16,18,0.8557147009664995,0.8520959405014481,0.8997875148928146,0.897397037957567,0.044072813926315124
16,19,0.8646886127461667,0.8625683511040472,0.9225342213307962,0.9215625929931266,0.057845608584629504
16,20,0.8701166339655548,0.8680034375364487,0.9377377493207162,0.9373185177851658,0.06762111535516135
16,21,0.8730524671172153,0.8714115845541972,0.9483970617226808,0.9480634110450152,0.0753445946054655
16,22,0.8788550977399898,0.8778460217331482,0.9593706875123214,0.9592043732080797,0.08051558977233153
16,23,0.8818755904367415,0.8813103122052117,0.9709465401527424,0.9708401076840034,0.08907094971600094
16,24,0.8830709977472567,0.8827200971724571,0.9769467801520567,0.9768657980955574,0.09387578240479999
16,25,0.8862284717680401,0.8859651852550605,0.9825659355258985,0.9825286730023012,0.09633746375785845
16,26,0.8861470823341326,0.8860470244356369,0.9849021574224074,0.9848725030168629,0.09875507508827475
16,27,0.8879409199912797,0.887795760881347,0.9894685729469345,0.989452776757488,0.1015276529556548
16,28,0.8899683889252235,0.8899317079517233,0.992192822306222,0.9921826460174816,0.10222443338099851
16,29,0.8883925586803285,0.8883987750686292,0.9929862771820652,0.9929802099623567,0.10459371850173671
16,30,0.8895538114962576,0.8896557003454515,0.9949839286173469,0.9949794701477983,0.1054301171210893
17,15,0.8229707143376208,0.8128117282328345,0.8430376198925146,0.8341203457833644,0.020066905554893766
17,16,0.8279449167938376,0.819916499977049,0.8610291684880901,0.8538006014573754,0.03308425169425244
17,17,0.8451940265969043,0.8403323800416419,0.8811330539055603,0.8773168725887812,0.035939027308655946
17,18,0.8566041712084878,0.8530148927842406,0.9004418558804118,0.8980143677538877,0.04383768467192406
17,19,0.8649356878133857,0.8628020404797538,0.9222881363196105,0.9212900540838571,0.057352448506224785
17,20,0.8698484848484849,0.8678000332927341,0.9382654049559859,0.9378575437195186,0.068416920107501
17,21,0.8733558607659327,0.8717016536459427,0.9483813760532113,0.9480520806537428,0.07502551528727852
17,22,0.8782094324540368,0.8771489565160494,0.9594813443390162,0.9593228110537035,0.0812719118849794
17,23,0.8825067218952111,0.8819447805273805,0.9711213967960092,0.9710161123966489,0.08861467490079811
17,24,0.8835099193372574,0.8832227466569413,0.9772791792023451,0.9772015278018741,0.09376925986508766
17,25,0.8866103480851683,0.8863229662376414,0.9825558212690821,0.9825177206276329,0.09594547318391389
17,26,0.886110747765424,0.8859993550491102,0.9851256139268173,0.9850969021357726,0.09901486616139332
17,27,0.8879699876462467,0.8878536721498734,0.9896602295422013,0.9896444506057234,0.10169024189595466
17,28,0.8899600319744204,0.8899173016427068,0.9922677363778961,0.9922579157828932,0.1023077044034757
17,29,0.8885368069181019,0.888505581634387,0.9929283344904729,0.9929223179589941,0.10439152757237102
17,30,0.889832497638253,0.8898858199414765,0.9949762143536732,0.9949717436253012,0.10514371671542022
18,15,0.820264152314512,0.8097784527419579,0.8419787086322611,0.8326851310148788,0.0217145563177491
18,16,0.8317625899280575,0.8244447790764211,0.8616752809277688,0.8551939735109377,0.029912690999711278
18,17,0.84437141196134,0.8395107205845466,0.8823225076499781,0.8785942331041053,0.03795109568863808
18,18,0.8571063149480416,0.8535310846509214,0.9010280542055594,0.8986808770425756,0.043921739257517856
18,19,0.8647184070925078,0.8625977456122242,0.92170373798932,0.9206596137291924,0.056985330896812236
18,20,0.8692093597848993,0.8671288377730614,0.9377452921563081,0.9372987469985772,0.06853593237140876
18,21,0.8733714846304774,0.8717885554888296,0.9487012608535405,0.948386075672786,0.07532977622306303
18,22,0.8775695806990771,0.8765455063816007,0.9593068305519127,0.9591575208097377,0.08173724985283559
18,23,0.8823424896446479,0.8817157900581035,0.9708999117145379,0.9707895908061861,0.08855742206989003
18,24,0.8838663614562895,0.8835666518595642,0.9771027797063437,0.977021392272876,0.09323641825005424
18,25,0.8866968243586949,0.8863851013636859,0.9825220499370002,0.9824839972476214,0.0958252255783053
18,26,0.8864806336748783,0.8863945823879377,0.9853559275544927,0.9853296054648656,0.09887529387961447
18,27,0.8880459268948477,0.887938051460028,0.9896940008742832,0.989678252290207,0.10164807397943543
18,28,0.889761281883584,0.8897522528963228,0.9922866791809166,0.9922764797701747,0.10252539729733257
18,29,0.8886443572414795,0.8886341569804043,0.9931607052551279,0.9931546853212114,0.1045163480136484
18,30,0.8900806627425333,0.8901531842577567,0.9949718429375916,0.9949672695014088,0.10489118019505828
19,15,0.8168519729670809,0.8059199555630405,0.8399391430310199,0.8306034426946785,0.02308717006393901
19,16,0.8299102536152896,0.8218508168009817,0.8615264813529104,0.8547457526763077,0.03161622773762085
19,17,0.844781992587748,0.8400280030254066,0.8810843683303762,0.8772158424350982,0.03630237574262818
19,18,0.856588183998256,0.852864661048086,0.8995565155528127,0.8970040634963633,0.042968331554556705
19,19,0.8640411307317782,0.8617577977658941,0.9204293416304525,0.9193431749321936,0.056388210898674296
19,20,0.8686683380568273,0.8665069584614018,0.9368526661352397,0.9363654619164309,0.06818432807841235
19,21,0.8725921081316764,0.8709135946473924,0.9478783203476562,0.9475495766766253,0.07528621221597975
19,22,0.8777207325049051,0.8766521391531943,0.9585534041331311,0.9583957726554798,0.08083267162822594
19,23,0.8821869776905749,0.8815476183821362,0.9703749989285745,0.9702581661162051,0.08818802123799963
19,24,0.8838885255432019,0.8835285574853556,0.976707723692218,0.9766195752144394,0.09281919814901618
19,25,0.8861895937795219,0.8857211725997536,0.9821510795683441,0.9821101851193161,0.09596148578882224
19,26,0.8861572560133711,0.8860195921839811,0.985111299682001,0.985083085438725,0.09895404366862981
19,27,0.8880895283772982,0.8879683508313573,0.989410201685138,0.9893938757757423,0.10132067330783989
19,28,0.8897100501417048,0.889669199734035,0.9921062511249968,0.9920953608995075,0.10239620098329205
19,29,0.8887475474166122,0.8886897937601657,0.9930011914251674,0.9929948812543539,0.10425364400855519
19,30,0.8898964464791803,0.8899562301719055,0.9948422433078763,0.9948375868474211,0.10494579682869598
20,15,0.8185735048324977,0.8085509073584658,0.8428053348419005,0.8339733374581906,0.024231830009402766
20,16,0.8310329917883875,0.8236728137389238,0.8639287030608483,0.8576990828490955,0.032895711272460826
20,17,0.8444317273453964,0.8399648890038296,0.8816788809174831,0.8778883617706794,0.037247153572086744
20,18,0.8563124046217572,0.8526209745756403,0.9001698852288993,0.897658158685204,0.04385748060714212
20,19,0.863566601264443,0.8613214642641613,0.9208715403670276,0.9198096518594249,0.05730493910258461
20,20,0.8706474820143885,0.8685537467424841,0.9390250027857063,0.9386013358042036,0.06837752077131787
20,21,0.8732381367633166,0.8716333003356365,0.9483074048359862,0.947989458696985,0.07506926807266956
20,22,0.8783587675314294,0.8773060662989031,0.9596826866208954,0.9595341298441218,0.08132391908946601
20,23,0.8822741806554756,0.8817158559400202,0.9705566269810658,0.9704429732975839,0.08828244632559024
